order,hmax,C_w,ndof,res,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p,L2_error_gamma_p_u,L2_error_u_n,L2_error_p_Gamma,HT_error_u,HT_error_gamma_n,HT_error_gamma_p
1,0.17677669529663698,1.0,78,3.125929419795007e-15,0.14292728304134672,1.63027057222379,0.4985705698817171,6.115754298754136,0.39985142196967954,0.24251293978309424,1.8502949290543802,2.888217299298108,2.241442433448536,0.7997028439393591
1,0.17677669529663698,1.5848931924611136,78,8.084210316709146e-15,0.5155767314597662,5.983414699109932,1.6746286834446007,13.122494678739155,1.686274771673968,0.24251293978309424,5.764033025979398,10.858337361566683,8.394184237179395,3.372549543347936
1,0.17677669529663698,2.51188643150958,78,3.0940900009592444e-15,0.07280945063109585,0.45443144325548157,0.07196639984423471,1.069434765231985,0.1817704955390793,0.24251293978309424,0.20318037690510599,0.960116456268263,0.7601660375750653,0.3635409910781586
1,0.17677669529663698,3.981071705534973,78,2.805863423009987e-15,0.06979588443496249,0.15175891485315338,0.09935170199793057,1.560012098821882,0.10792143819190839,0.24251293978309424,0.3005702030595749,0.40277306593803625,0.2962022309808297,0.21584287638381677
1,0.17677669529663698,6.309573444801933,78,2.4679404191509064e-15,0.07153126859924376,0.10940831786640932,0.1301236145400396,1.9085413554366495,0.0951696112099256,0.24251293978309424,0.4297062216280889,0.2930988676024635,0.1805298429420422,0.1903392224198512
1,0.17677669529663698,10.0,78,2.8899034647170905e-15,0.07268964239118506,0.11980855687130285,0.14862018501130547,2.1347782851694745,0.09146365464289842,0.24251293978309424,0.5060558102693233,0.27517860297265606,0.15040940343242684,0.18292730928579684
1,0.17677669529663698,15.848931924611133,78,8.846808676965016e-15,0.07340821240776163,0.13435534288579642,0.16001129522802393,2.280666514383265,0.0901961366062295,0.24251293978309424,0.552812689999965,0.2796946610911284,0.14915631866354082,0.180392273212459
1,0.17677669529663698,25.118864315095795,78,7.512369617071824e-15,0.07385477162392931,0.14520871514744504,0.16712245027860342,2.374134734489456,0.08973078852202211,0.24251293978309424,0.5819271539502963,0.28745998355873215,0.15455318264615758,0.17946157704404422
1,0.17677669529663698,39.810717055349734,78,2.2333022366929307e-14,0.07413380022848809,0.15248938968266054,0.17158740592374272,2.43371349444923,0.0895537824033448,0.24251293978309424,0.6001827145375973,0.293969211513072,0.1599673193015594,0.1791075648066896
1,0.17677669529663698,63.09573444801933,78,2.3660775407011588e-14,0.07430880779957169,0.1572149273420569,0.1743978924204692,2.4715551157713755,0.08948512793859587,0.24251293978309424,0.6116647941239066,0.29863667192228843,0.16405845614387313,0.17897025587719173
2,0.17677669529663698,1.0,214,4.388645218174918e-15,0.03192044625690149,0.7258706900488066,0.36914650701692886,8.816212132606193,0.1244061035665873,0.24251293978309424,1.7164288824526088,1.639818647729519,1.4488583469276133,0.2488122071331746
2,0.17677669529663698,1.5848931924611136,214,6.7761609048391014e-15,0.0972164176630955,2.2239183729791807,1.0078849805340033,23.0041141289894,0.3897948617685305,0.24251293978309424,4.5024685381238605,5.041740973102559,4.456021537344601,0.779589723537061
2,0.17677669529663698,2.51188643150958,214,4.894004765315031e-14,0.21430462099320285,4.870887095290734,1.5134752256938535,31.60563411754442,0.868706537109523,0.24251293978309424,6.8717418825054315,11.027871230545946,9.737754983639034,1.737413074219046
2,0.17677669529663698,3.981071705534973,214,3.781269971798661e-15,0.007624240504429402,0.08417472331209376,0.009783140428880567,0.15328112237288835,0.022059834574457295,0.24251293978309424,0.03822160151044892,0.19656233144514887,0.17189151185967838,0.04411966914891459
2,0.17677669529663698,6.309573444801933,214,4.214796719332804e-15,0.007052080080962704,0.11108181743993807,0.014354780688781685,0.40150091024699625,0.024943496499702452,0.24251293978309424,0.06366355369712678,0.29967420773577114,0.2737279976770944,0.049886992999404904
2,0.17677669529663698,10.0,214,6.432125798714669e-15,0.006943989943284029,0.02523785735287546,0.03376513266365243,0.8880537328179111,0.01183940385439083,0.24251293978309424,0.16636087802400054,0.06352127080193894,0.05281190651441475,0.02367880770878166
2,0.17677669529663698,15.848931924611133,214,1.788413162382679e-14,0.007122612728629162,0.021006957280183057,0.04286655076074875,1.1522008732679743,0.01030960005968021,0.24251293978309424,0.21249303028429642,0.04456359699056094,0.032691572261386165,0.02061920011936042
2,0.17677669529663698,25.118864315095795,214,2.4823063263027177e-14,0.0072459019146739155,0.025356575305062405,0.04868210403523085,1.3281822433646,0.009652007111721064,0.24251293978309424,0.24178404773940143,0.05033045421654882,0.03827598007558899,0.019304014223442127
2,0.17677669529663698,39.810717055349734,214,2.670226250526889e-14,0.007331572280930438,0.02996435174442712,0.052459697060577695,1.444862431943119,0.00936855101273041,0.24251293978309424,0.2607664162033747,0.0595858642296605,0.04741077826938456,0.01873710202546082
2,0.17677669529663698,63.09573444801933,214,5.198620466107362e-14,0.007389498116262464,0.03337196823960126,0.05490216649841332,1.521159521598009,0.009249636463321649,0.24251293978309424,0.27302572788850193,0.066898540973063,0.05445088372942123,0.018499272926643297
3,0.17677669529663698,1.0,422,1.5128887441190037e-14,0.002505110668033286,0.08427138228570345,0.04000154110929986,1.4613686459494064,0.01130135310781328,0.24251293978309424,0.174388432719342,0.22317646003217712,0.20539938785795286,0.02260270621562656
3,0.17677669529663698,1.5848931924611136,422,4.818995847971957e-15,0.0022438226793277533,0.07506367215498003,0.03353549901210727,1.1919640228082589,0.010490508046022494,0.24251293978309424,0.14705953339626998,0.1985372825679465,0.1825849389068096,0.020981016092044988
