C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,1.073731419313507e-07,1.2349456063130511e-05,5.010475659257596e-06,0.0012652818692323
1.5848931924611136,1.0073495349201477e-07,9.536228802690842e-06,3.855555069300412e-06,0.0009690638044643
2.51188643150958,9.651029236159612e-08,7.218648716407081e-06,3.0139907259671477e-06,0.0007364148873038
3.981071705534973,9.439014578872669e-08,5.576005141243993e-06,2.5854555353433776e-06,0.0005927287191546
6.309573444801933,9.414117041687154e-08,5.002520933173172e-06,2.651263169319804e-06,0.0005754304858446
10.0,1.0615604990075665e-07,1.2232243060381346e-05,5.051788385295841e-06,0.0011164374562939
15.848931924611133,9.294524409409305e-08,5.064369619198041e-06,1.478085635568601e-06,0.0003809523305087
25.118864315095795,9.019503478326792e-08,1.2258056153849336e-06,1.772365892239255e-06,0.0004649411548642
39.81071705534973,9.106753084823663e-08,1.038873698988482e-06,2.097419634919225e-06,0.00057544086725
63.09573444801933,9.148324672084108e-08,1.338991679376894e-06,2.273691878621351e-06,0.0006452566660833
