C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,1975759.489590964,129571265.32788315,34629377.25901692,1919354908.823686
1.5848931924611136,0.0324687238340595,1.2140369672688371,0.3534238223367383,11.076516025370758
2.51188643150958,0.0186971688196383,0.0877923000942777,0.0169246382081447,0.9080624249543136
3.981071705534973,0.0187758402781416,0.0352733245115852,0.0362076958330469,2.166405476534721
6.309573444801933,0.0188159014535606,0.0354280479959241,0.047645273310272,2.936000400327285
10.0,0.0188419168431287,0.0468157819464048,0.0547560021518038,3.414192693344358
15.848931924611133,0.0188591186124159,0.0557732139132071,0.0592183077855602,3.71365453782256
25.118864315095795,0.0188703591763817,0.0617625694955968,0.0620271645663446,3.901852928067576
39.81071705534973,0.0188776193457273,0.065627495757248,0.0637973925240373,4.020334014283551
63.09573444801933,0.0188822699445497,0.068092106185877,0.0649136562479479,4.094993515275017
