C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,0.0008832215918862,0.0607020966158967,0.0297478342674962,2.1787935001210426
1.5848931924611136,0.0015685923214054,0.1064902239890072,0.0493990037996967,3.3591329700051435
2.51188643150958,9.55367029108354e-05,0.0041828497851983,0.0016482387441458,0.1182032371985568
3.981071705534973,8.035322474408194e-05,0.0017956557600634,0.0005684495425393,0.0416347171664609
6.309573444801933,7.896521242166918e-05,0.0011799925920728,0.0004878536384421,0.0322645178271828
10.0,8.262523543128821e-05,0.0031765787046373,0.0002139701221078,0.0177785102338856
15.848931924611133,7.762281142238743e-05,0.0003550820116785,0.0005115849139326,0.0372174343961693
25.118864315095795,7.812766946255067e-05,0.0003146462131471,0.0006256610259198,0.0470309423027065
39.81071705534973,7.842470093919322e-05,0.0003892699655779,0.0006956701842102,0.0534726080634459
63.09573444801933,7.862401652527985e-05,0.0004528086996759,0.0007412615982633,0.0578115221998199
