C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,269432.43436646595,8834754.611844895,2361187.356994462,65435147.44639289
1.5848931924611136,0.0608808592560379,1.0410988138102433,0.3058166757979044,4.397100869350559
2.51188643150958,0.0367706578874902,0.182644600648459,0.027757094280411,0.795059881340247
3.981071705534973,0.0371317812543294,0.0677801051730161,0.0562887091952908,1.593229608798462
6.309573444801933,0.0373889248933326,0.0598150080145874,0.0731199916170143,2.133206898241575
10.0,0.0375393622552602,0.0719269446429104,0.0836778792070603,2.47952115604784
15.848931924611133,0.037632793372162,0.083069038060249,0.0903679727887085,2.6999946319635706
25.118864315095795,0.0376917951696772,0.0908790559211756,0.0946079764891293,2.839875011603439
39.81071705534973,0.0377291789745265,0.0960240932895703,0.0972920806766446,2.928441772812252
63.09573444801933,0.0377528593945958,0.0993403116909127,0.0989894320040812,2.9844470282331166
