C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,0.0004926939155863,0.01857364217465,0.0074497885824643,0.8364278728837008
1.5848931924611136,0.0051817502829142,0.4739687987306933,0.2150318812658801,19.736493089859803
2.51188643150958,0.0014738735863551,0.1231973691369165,0.0423946042024687,3.339711189433522
3.981071705534973,0.0004667312726106,0.0089294300366689,0.0015079820935669,0.0981303746169424
6.309573444801933,0.0004564474147264,0.0082770209269764,0.0019464878964117,0.2101374384263552
10.0,0.0004615202753776,0.0021916577173499,0.0036553203793746,0.4022105597768478
15.848931924611133,0.0004633473279273,0.0023406551162836,0.004541061587969,0.5246628943859117
25.118864315095795,0.0004646295600006,0.0031415172079852,0.0051503518830629,0.6110471458755351
39.81071705534973,0.0004655529717598,0.0038127292596079,0.0055639254678361,0.6700737252204476
63.09573444801933,0.0004661959479072,0.0042859588031729,0.0058385081379744,0.7093479144379866
