C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,0.0001194677688154,0.0061084285192222,0.0023572744329146,0.5490024036077166
1.5848931924611136,0.0001483908266705,0.0170998446754438,0.0075670580297949,1.4085791143335316
2.51188643150958,0.0004452406538042,0.0759364859060998,0.0264283527137533,4.168012189011274
3.981071705534973,0.0001167463081185,0.0029658458257564,0.0005299468532624,0.0706623394379653
6.309573444801933,0.0001156447237915,0.0025971946018626,0.0006989047934064,0.148828459928454
10.0,0.0001162709735784,0.0007070226504461,0.0012455798985397,0.2759457007406393
15.848931924611133,0.0001164691826571,0.0008043864022602,0.0015403428875826,0.3595135911367114
25.118864315095795,0.0001166093918456,0.0010986244665653,0.0017451545793576,0.4185657348150894
39.81071705534973,0.0001167109822927,0.0013370740168824,0.0018845891338996,0.4588752130199766
63.09573444801933,0.0001167819769507,0.0015035545823036,0.0019772445383878,0.4856635839203963
