C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,0.0319204462569008,0.7258706900487378,0.3691465070169207,8.816212132606001
1.5848931924611136,0.0972164176630957,2.223918372979224,1.007884980534005,23.00411412898945
2.51188643150958,0.2143046209931964,4.87088709529009,1.5134752256938084,31.60563411754347
3.981071705534973,0.0076242405044294,0.0841747233120957,0.0097831404288806,0.1532811223728889
6.309573444801933,0.0070520800809626,0.1110818174401077,0.0143547806887817,0.4015009102469982
10.0,0.006943989943284,0.0252378573529316,0.0337651326636525,0.8880537328179149
15.848931924611133,0.0071226127286291,0.0210069572802353,0.0428665507607486,1.1522008732679738
25.118864315095795,0.0072459019146739,0.0253565753051887,0.0486821040352308,1.328182243364599
39.81071705534973,0.0073315722809304,0.0299643517444319,0.0524596970605776,1.4448624319431174
63.09573444801933,0.0073894981162624,0.0333719682395437,0.0549021664984133,1.5211595215980047
