C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,3.708488837950884e-05,0.0016037450055763,0.0006120171669194,0.0399413160748906
1.5848931924611136,3.302696843949905e-05,0.0013257796931207,0.0005006852797797,0.0315522259728769
2.51188643150958,2.955748655007107e-05,0.0010541778115883,0.0004061330016435,0.0237326702374737
3.981071705534973,2.7230714106398924e-05,0.0008246357020385,0.0003524261031249,0.0183076129121616
6.309573444801933,2.66471094059914e-05,0.0007100778903296,0.0003665138575212,0.018064718471586
10.0,3.674199057352593e-05,0.0015613416405336,0.0006827904209139,0.0363130438780129
15.848931924611133,2.637985573703276e-05,0.0008423516912273,0.0002136751449587,0.0131773276638266
25.118864315095795,2.148413905036508e-05,0.0002282795455202,0.0002458384161704,0.0160968743905415
39.81071705534973,2.265050495337992e-05,0.0001339361716437,0.0003029673898266,0.0205045751093464
63.09573444801933,2.3173831763181896e-05,0.0001563208549647,0.0003322804403613,0.0230728623731141
