C_w,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p
1.0,0.0021614081182209,0.0603349755145097,0.0256525009599795,1.363549165987311
1.5848931924611136,0.0033667484935232,0.1295056706076384,0.0582674921197924,2.6520863415455485
2.51188643150958,0.0143709687551559,0.6346808259220943,0.2162202341697385,8.586935227106059
3.981071705534973,0.0018751824923257,0.0277078266441402,0.0040952502134108,0.1249596882018497
6.309573444801933,0.0017785670299623,0.0287997260993665,0.0053299094896833,0.2940717282774361
10.0,0.0018123735791965,0.0071815936098185,0.0110050536577744,0.596227210330019
15.848931924611133,0.0018304418485671,0.0069414388171876,0.0137763258782425,0.7774795058771309
25.118864315095795,0.001842969537124,0.0090008643164916,0.0156373278943287,0.9039371099084924
39.81071705534973,0.001851872888503,0.0108450433233806,0.0168869913922746,0.9900407904810604
63.09573444801933,0.0018580149287991,0.0121669567803311,0.0177122146557184,1.0472535727055854
