order,hmax,C_w,ndof,res,L2_error_u,L2_error_curl_u,L2_error_p,L2_error_grad_p,L2_error_gamma_p_u,L2_error_u_n,L2_error_p_Gamma,HT_error_u,HT_error_gamma_n,HT_error_gamma_p
1,0.1767766952966369,1.0,78,3.281642169567969e-15,0.1429272830413465,1.630270572223809,0.498570569881716,6.115754298754123,0.3998514219696788,0.2425129397830942,1.850294929054376,2.888217299298088,2.241442433448497,0.7997028439393576
1,0.1767766952966369,1.5848931924611136,78,4.668566712312031e-15,0.515576731459765,5.983414699110423,1.6746286834445967,13.122494678739123,1.6862747716739643,0.2425129397830942,5.764033025979385,10.858337361567234,8.394184237179761,3.3725495433479287
1,0.1767766952966369,2.51188643150958,78,2.435352625095125e-15,0.0728094506310958,0.4544314432554325,0.0719663998442347,1.069434765231985,0.1817704955390793,0.2425129397830942,0.2031803769051061,0.9601164562682672,0.7601660375751,0.3635409910781586
1,0.1767766952966369,3.981071705534973,78,3.007971596720103e-15,0.0697958844349624,0.15175891485319,0.0993517019979305,1.5600120988218815,0.1079214381919083,0.2425129397830942,0.3005702030595748,0.402773065938092,0.2962022309808866,0.2158428763838167
1,0.1767766952966369,6.309573444801933,78,2.6571845936192748e-15,0.0715312685992437,0.109408317866352,0.1301236145400395,1.908541355436649,0.0951696112099256,0.2425129397830942,0.4297062216280887,0.2930988676024156,0.1805298429419991,0.1903392224198512
1,0.1767766952966369,10.0,78,2.787293544596219e-15,0.072689642391185,0.1198085568712762,0.1486201850113054,2.1347782851694745,0.0914636546428984,0.2425129397830942,0.5060558102693233,0.2751786029726408,0.1504094034324201,0.1829273092857968
1,0.1767766952966369,15.848931924611133,78,9.530347311883168e-15,0.0734082124077616,0.1343553428858208,0.1600112952280239,2.280666514383265,0.0901961366062295,0.2425129397830942,0.552812689999965,0.2796946610911401,0.1491563186635409,0.180392273212459
1,0.1767766952966369,25.118864315095795,78,6.724857115199785e-15,0.0738547716239293,0.1452087151474458,0.1671224502786034,2.374134734489456,0.0897307885220221,0.2425129397830942,0.5819271539502963,0.2874599835587085,0.1545531826461128,0.1794615770440442
1,0.1767766952966369,39.81071705534973,78,2.2381986676954196e-14,0.074133800228488,0.1524893896826677,0.1715874059237427,2.4337134944492296,0.0895537824033448,0.2425129397830942,0.6001827145375974,0.2939692115130404,0.1599673193014945,0.1791075648066896
1,0.1767766952966369,63.09573444801933,78,2.4703725466403392e-14,0.0743088077995716,0.1572149273420808,0.1743978924204692,2.4715551157713747,0.0894851279385958,0.2425129397830942,0.6116647941239067,0.2986366719222874,0.1640584561438483,0.1789702558771917
2,0.1767766952966369,1.0,214,8.35576318326333e-15,0.0319204462569008,0.7258706900487378,0.3691465070169207,8.816212132606001,0.1244061035665846,0.2425129397830942,1.7164288824525702,1.6398186477292014,1.448858346927289,0.2488122071331693
