order,hmax,C_w,ndof,res,E_u,E_curl_u,E_H_curl_u,E_p,E_grad_p,E_gamma_p_u,E_u_n_Gamma,HT_E_gamma_p_u,HT_E_gamma_n_u,HT_E_u,E_h_grad_p,X_E_u_p
1,0.21650635094610965,1.0,1468,ZeroCoefficientFunction,5.92137826660471,103.39371122184805,103.56313166761194,52.22197854861181,759.6273209520584,0.8753025723176827,22.06120525387888,44.12241050775776,177.89261949110977,210.5181546072143,189.9068302380146,288.2874132420782
1,0.21650635094610965,1.096478196143185,1468,ZeroCoefficientFunction,0.2997175776881938,4.837511430749388,4.846787334823581,2.40240212043944,34.87179816227087,0.8753025723176827,1.0474256497919763,2.0948512995839526,8.369332462777592,9.895730155419441,8.717949540567718,13.405210011374477
1,0.21650635094610965,1.202264434617413,1468,ZeroCoefficientFunction,0.19508534814433767,2.5994108581640525,2.6067211401685784,1.288636007459488,18.2328907314163,0.8753025723176827,0.570625566860533,1.141251133721066,4.502644107839717,5.326467235859535,4.558222682854075,7.128059343249862
1,0.21650635094610965,1.318256738556407,1468,ZeroCoefficientFunction,4.346576839027227,76.12665841452875,76.25064492566544,36.414786253809325,527.2586809646108,0.8753025723176827,16.32141936970307,32.64283873940614,132.60272852326833,156.40715899332224,131.8146702411527,207.76030259184938
1,0.21650635094610965,1.4454397707459277,1468,ZeroCoefficientFunction,0.22652642880720997,3.172290035080061,3.180367634349275,1.5471718980781735,20.74937187114989,0.8753025723176827,0.7030071273575312,1.4060142547150625,5.498675607484051,6.505924055076147,5.1873429677874725,8.463410409407985
1,0.21650635094610965,1.5848931924611134,1468,ZeroCoefficientFunction,0.20732820914259645,2.4919400748931277,2.5005500041320197,1.2220058018040234,14.71414229473209,0.8753025723176827,0.5606497304862924,1.1212994609725848,4.274715798892472,5.077721729835434,3.6785355736830225,6.388128060092184
1,0.21650635094610965,1.7378008287493754,1468,ZeroCoefficientFunction,0.42128721855010853,6.349244444547528,6.363205790883345,2.751626198641945,34.35396966541507,0.8753025723176827,1.4113150893639153,2.8226301787278305,10.984431809231697,13.004436598125178,8.588492416353768,15.825581188615995
1,0.21650635094610965,1.9054607179632472,1468,ZeroCoefficientFunction,0.7188258723771981,11.654287794174198,11.6764350134892,4.623788944928009,58.27917993041326,0.8753025723176827,2.653359545701603,5.306719091403206,20.250321430485812,23.97031330995264,14.569794982603314,28.42946130723591
1,0.21650635094610965,2.089296130854039,1468,ZeroCoefficientFunction,0.7301889741938485,11.817260120437899,11.83979783155634,4.115005814740013,50.701406332022614,0.8753025723176827,2.6904517343468193,5.380903468693639,20.589378811459294,24.352770985522252,12.675351583005654,27.760678400958476
1,0.21650635094610965,2.2908676527677727,1468,ZeroCoefficientFunction,0.25978060095040806,3.6793604361925105,3.688519917263413,1.0347496079297605,13.058805474248855,0.8753025723176827,0.84812216629224,1.69624433258448,6.389392961535584,7.570123277252116,3.2647013685622137,8.30877537365147
1,0.21650635094610965,2.51188643150958,1468,ZeroCoefficientFunction,0.25111741485868383,3.4294082808941218,3.4385899890958918,0.9150107126007898,9.95094692338447,0.8753025723176827,0.8507740678518486,1.7015481357036972,5.935480848264026,7.067467726939845,2.4877367308461174,7.5481904266858155
1,0.21650635094610965,2.7542287033381663,1468,ZeroCoefficientFunction,0.4329043229086077,5.820813290252278,5.8368890269363956,1.0637739912389719,9.621069740612723,0.8753025723176827,1.5018347594630843,3.0036695189261686,10.025296491951213,11.98323302966382,2.405267435153181,12.268447350103875
1,0.21650635094610965,3.019951720402016,1468,ZeroCoefficientFunction,0.2092731766885838,2.9296164840267314,2.9370815456780357,0.3846606631245187,5.020620999191191,0.8753025723176827,0.7879386367265783,1.5758772734531565,5.269140842584997,6.234876294357889,1.2551552497977978,6.371582294281094
